Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value%
Guinea,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2018,32.5
Guinea,M,Marital status,Married or living together,... if she neglects the children,2018,43.9
Guinea,M,Marital status,Never married,... if she neglects the children,2018,42.6
Guinea,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2018,50.9
Guinea,M,Marital status,Married or living together,... if she refuses to have sex with him,2018,25.4
Guinea,M,Marital status,Never married,... if she refuses to have sex with him,2018,25.4
Guinea,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2018,37.6
Guyana,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2009,2
Guyana,F,Marital status,Never married,... if she burns the food,2009,2.8
Guyana,F,Marital status,Married or living together,... if she burns the food,2009,4.1
Guyana,M,Marital status,Married or living together,... if she burns the food,2009,3
Guyana,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2009,4.5
Guyana,M,Marital status,Never married,... if she burns the food,2009,4.8
Guyana,F,Marital status,Married or living together,... for at least one specific reason,2009,18.4
Guyana,F,Marital status,Never married,... for at least one specific reason,2009,13.4
Guyana,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2009,12.9
Guyana,F,Marital status,Married or living together,... if she argues with him,2009,8.4
Guyana,F,Marital status,Never married,... if she argues with him,2009,4.2
Guyana,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2009,4.3
Guyana,F,Marital status,Married or living together,... if she goes out without telling him,2009,7.3
Guyana,F,Marital status,Never married,... if she goes out without telling him,2009,3.6
Guyana,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2009,3.5
Guyana,F,Marital status,Married or living together,... if she neglects the children,2009,13.3
Guyana,F,Marital status,Never married,... if she neglects the children,2009,9.1
Guyana,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2009,10.3
Guyana,F,Marital status,Married or living together,... if she refuses to have sex with him,2009,5.5
Guyana,F,Marital status,Never married,... if she refuses to have sex with him,2009,2.6
Guyana,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2009,3
Guyana,M,Marital status,Married or living together,... for at least one specific reason,2009,17.9
Guyana,M,Marital status,Never married,... for at least one specific reason,2009,21.2
Guyana,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2009,18.5
Guyana,M,Marital status,Married or living together,... if she argues with him,2009,7.8
Guyana,M,Marital status,Never married,... if she argues with him,2009,7.5
Guyana,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2009,9.9
Guyana,M,Marital status,Married or living together,... if she goes out without telling him,2009,6.8
Guyana,M,Marital status,Never married,... if she goes out without telling him,2009,6.7
Guyana,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2009,6.5
Guyana,M,Marital status,Married or living together,... if she neglects the children,2009,11.8
Guyana,M,Marital status,Never married,... if she neglects the children,2009,15.4
Guyana,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2009,12.1
Guyana,M,Marital status,Married or living together,... if she refuses to have sex with him,2009,2.7
Guyana,M,Marital status,Never married,... if she refuses to have sex with him,2009,4.3
Guyana,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2009,5
Haiti,F,Marital status,Married or living together,... if she burns the food,2016,3.1
Haiti,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2016,3.3
Haiti,F,Marital status,Never married,... if she burns the food,2016,5.1
Haiti,M,Marital status,Married or living together,... if she burns the food,2016,1
Haiti,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2016,1.3
Haiti,M,Marital status,Never married,... if she burns the food,2016,2.3
Haiti,F,Marital status,Married or living together,... for at least one specific reason,2016,16.1
Haiti,F,Marital status,Never married,... for at least one specific reason,2016,17
Haiti,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2016,17.6
Haiti,F,Marital status,Married or living together,... if she argues with him,2016,2.7
Haiti,F,Marital status,Never married,... if she argues with him,2016,2.3
Haiti,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2016,2.2
Haiti,F,Marital status,Married or living together,... if she goes out without telling him,2016,11.7
Haiti,F,Marital status,Never married,... if she goes out without telling him,2016,10.5
Haiti,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2016,11.1
Haiti,F,Marital status,Married or living together,... if she neglects the children,2016,9.4
Haiti,F,Marital status,Never married,... if she neglects the children,2016,11.1
Haiti,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2016,9.6
Haiti,F,Marital status,Married or living together,... if she refuses to have sex with him,2016,5
Haiti,F,Marital status,Never married,... if she refuses to have sex with him,2016,4.3
Haiti,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2016,5.7
Haiti,M,Marital status,Married or living together,... for at least one specific reason,2016,8.4
Haiti,M,Marital status,Never married,... for at least one specific reason,2016,12.4
Haiti,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2016,13.7
Haiti,M,Marital status,Married or living together,... if she argues with him,2016,1.4
Haiti,M,Marital status,Never married,... if she argues with him,2016,1.7
Haiti,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2016,1.6
Haiti,M,Marital status,Married or living together,... if she goes out without telling him,2016,5.7
Haiti,M,Marital status,Never married,... if she goes out without telling him,2016,7.2
Haiti,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2016,10.8
Haiti,M,Marital status,Married or living together,... if she neglects the children,2016,4
Haiti,M,Marital status,Never married,... if she neglects the children,2016,7.6
Haiti,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2016,5.6
Haiti,M,Marital status,Married or living together,... if she refuses to have sex with him,2016,1.9
Haiti,M,Marital status,Never married,... if she refuses to have sex with him,2016,2.8
Haiti,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2016,3.2
Honduras,F,Marital status,Married or living together,... if she burns the food,2011,4.1
Honduras,F,Marital status,Never married,... if she burns the food,2011,4.4
Honduras,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2011,4.4
Honduras,M,Marital status,Married or living together,... if she burns the food,2011,1.5
Honduras,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2011,4.4
Honduras,M,Marital status,Never married,... if she burns the food,2011,5
Honduras,F,Marital status,Married or living together,... for at least one specific reason,2011,12.6
Honduras,F,Marital status,Never married,... for at least one specific reason,2011,11.5
Honduras,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2011,13.2
Honduras,F,Marital status,Married or living together,... if she argues with him,2011,5
Honduras,F,Marital status,Never married,... if she argues with him,2011,4.5
Honduras,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2011,4.9
Honduras,F,Marital status,Married or living together,... if she goes out without telling him,2011,4.5
Honduras,F,Marital status,Never married,... if she goes out without telling him,2011,4.1
Honduras,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2011,4.2
Honduras,F,Marital status,Married or living together,... if she neglects the children,2011,9.5
Honduras,F,Marital status,Never married,... if she neglects the children,2011,8.8
Honduras,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2011,10.6
Honduras,F,Marital status,Married or living together,... if she refuses to have sex with him,2011,2.4
Honduras,F,Marital status,Never married,... if she refuses to have sex with him,2011,2.5
Honduras,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2011,1.8
Honduras,M,Marital status,Married or living together,... for at least one specific reason,2011,6.6
Honduras,M,Marital status,Never married,... for at least one specific reason,2011,13.4
Honduras,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2011,15.4
Honduras,M,Marital status,Married or living together,... if she argues with him,2011,2.9
Honduras,M,Marital status,Never married,... if she argues with him,2011,5.3
Honduras,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2011,6
Honduras,M,Marital status,Married or living together,... if she goes out without telling him,2011,2
Honduras,M,Marital status,Never married,... if she goes out without telling him,2011,4.2
